pfam_id	pfam_description
PF14206	Cysteine-rich CPCC
PF14207	DpnD/PcfM-like protein
PF14208	Domain of unknown function (DUF4320)
PF14209	Domain of unknown function (DUF4321)
PF14210	Domain of unknown function (DUF4322)
PF14213	STAS-like domain of unknown function (DUF4325)
PF14214	Helitron helicase-like domain at N-terminus
PF14215	bHLH-MYC and R2R3-MYB transcription factors N-terminal
PF14216	Domain of unknown function (DUF4326)
PF14217	Domain of unknown function (DUF4327)
PF14218	Circadian oscillating protein COP23
PF14219	Domain of unknown function (DUF4328)
PF14220	Domain of unknown function (DUF4329)
PF14221	Domain of unknown function (DUF4330)
PF14222	Cell morphogenesis N-terminal
PF14223	gag-polypeptide of LTR copia-type
PF14224	Domain of unknown function (DUF4331)
PF14225	Cell morphogenesis C-terminal
PF14226	non-haem dioxygenase in morphine synthesis N-terminal
PF14228	Cell morphogenesis central region
PF14229	Domain of unknown function (DUF4332)
PF14230	Domain of unknown function (DUF4333)
PF14231	GXWXG protein
PF14232	Domain of unknown function (DUF4334)
PF14233	Domain of unknown function (DUF4335)
PF14234	Domain of unknown function (DUF4336)
PF14235	Domain of unknown function (DUF4337)
PF14236	Druantia protein DruA
PF14237	GYF domain 2
PF14238	Domain of unknown function (DUF4340)
PF14239	RRXRR protein
PF14240	YHYH protein
PF14242	Domain of unknown function (DUF4342)
PF14243	ATP-grasp domain, R2K clade family 3
PF14244	Gag-polypeptide of LTR copia-type
PF14245	Type IV pilin PilA
PF14246	AefR-like transcriptional repressor, C-terminal domain
PF14247	Putative metallopeptidase
PF14248	Domain of unknown function (DUF4345)
PF14249	Tocopherol cyclase-like
PF14250	AbrB-like transcriptional regulator
PF14251	PterinBD-DUF4346
PF14252	Domain of unknown function (DUF4347)
PF14253	Bacteriophage abortive infection AbiH
PF14254	Domain of unknown function (DUF4348)
PF14255	Bacterial zinc ribbon domain
PF14256	YwiC-like protein
PF14257	Domain of unknown function (DUF4349)
PF14258	Domain of unknown function (DUF4350)
PF14260	C4-type zinc-finger of DNA polymerase delta
PF14261	Domain of unknown function (DUF4351)
PF14262	Carbohydrate-binding domain-containing protein Cthe_2159
PF14263	Domain of unknown function (DUF4354)
PF14264	Glucosyl transferase GtrII
PF14265	Capsid assembly scaffolding protein Gp46
PF14266	YceG domain
PF14267	Domain of unknown function (DUF4357)
PF14268	YoaP-like
PF14269	Arylsulfotransferase (ASST)
PF14270	Domain of unknown function (DUF4358)
PF14271	Domain of unknown function (DUF4359)
PF14272	Glycine-rich SFCGS
PF14273	Domain of unknown function (DUF4360)
PF14274	BT_3044-like, C-terminal
PF14275	Domain of unknown function (DUF4362)
PF14276	Domain of unknown function (DUF4363)
PF14277	Domain of unknown function (DUF4364)
PF14278	Transcriptional regulator C-terminal region
PF14279	HNH endonuclease
PF14280	Domain of unknown function (DUF4365)
PF14281	PD-(D/E)XK nuclease superfamily
PF14282	FlxA-like protein
PF14283	Mobile element protein CD1107-like
PF14284	PcfJ-like protein
PF14285	Domain of unknown function (DUF4367)
PF14286	DHHW protein
PF14287	Domain of unknown function (DUF4368)
PF14288	1,3-beta-glucan synthase subunit FKS1, domain-1
PF14289	Domain of unknown function (DUF4369)
PF14290	Succinate dehydrogenase subunit 5, mitochondrial
PF14291	ZMYM1/FAM200, RNase-like domain
PF14292	SusE outer membrane protein
PF14293	YWFCY protein
PF14294	Domain of unknown function (DUF4372)
PF14295	PAN domain
PF14296	O-antigen polysaccharide polymerase Wzy
PF14297	Lin1244/Lin1753-like, N-terminal
PF14298	Xenosiderophore-binding lipoprotein XusB
PF14299	Phloem protein 2
PF14300	DMP19-like protein
PF14301	Domain of unknown function (DUF4376)
PF14302	Domain of unknown function (DUF4377)
PF14303	No apical meristem-associated C-terminal domain
PF14304	Transcription termination and cleavage factor C-terminal
PF14305	TupA-like ATPgrasp
PF14306	PUA-like domain
PF14307	Glycosyltransferase WbsX
PF14308	X-domain of DnaJ-containing
PF14309	LONGIFOLIA 1/2-like C-terminal domain
PF14310	Fibronectin type III-like domain
PF14311	Probable Treble clef zinc finger domain
PF14312	FG-GAP repeat
PF14313	N-terminal region of Paramyxovirinae phosphoprotein (P)
PF14314	Virus-capping methyltransferase, MT domain
PF14315	Domain of unknown function (DUF4380)
PF14316	Domain of unknown function (DUF4381)
PF14317	YcxB-like protein
PF14318	Mononegavirales mRNA-capping region V
PF14319	Transposase zinc-binding domain
PF14320	Phosphoprotein P region PNT disordered
PF14321	Domain of unknown function (DUF4382)
PF14322	Starch-binding associating with outer membrane
PF14323	GxGYxYP putative glycoside hydrolase C-terminal domain
PF14324	PINIT domain
PF14325	Domain of unknown function (DUF4383)
PF14326	Domain of unknown function (DUF4384)
PF14327	Hinge domain of cleavage stimulation factor subunit 2
PF14328	Domain of unknown function (DUF4385)
PF14329	Domain of unknown function (DUF4386)
PF14330	Domain of unknown function (DUF4387)
PF14331	IcmF-related N-terminal domain
PF14332	Protein PatA, N-terminal domain
PF14333	Domain of unknown function (DUF4389)
PF14334	Domain of unknown function (DUF4390)
PF14335	Domain of unknown function (DUF4391)
PF14336	D-glutamate cyclase-like, C-terminal
PF14337	Abortive infection alpha
PF14338	Mrr N-terminal domain
PF14339	Domain of unknown function (DUF4394)
PF14340	Domain of unknown function (DUF4395)
PF14341	PilX N-terminal
PF14342	Domain of unknown function (DUF4396)
PF14343	PrcB C-terminal
PF14344	Domain of unknown function (DUF4397)
PF14345	GDYXXLXY protein
PF14346	Domain of unknown function (DUF4398)
PF14347	Domain of unknown function (DUF4399)
PF14348	IncC plasmid conjugative DNA transfer protein DtrJ-like
PF14349	Motility related/secretion protein
PF14350	Beta protein
PF14351	Domain of unknown function (DUF4401)
PF14352	Domain of unknown function (DUF4402)
PF14353	CpXC protein
PF14354	Restriction alleviation protein Lar
PF14355	HEPN-like domain
PF14356	Domain of unknown function (DUF4403)
PF14357	Domain of unknown function (DUF4404)
PF14358	Domain of unknown function (DUF4405)
PF14359	Domain of unknown function (DUF4406)
PF14360	PAP2 superfamily C-terminal
PF14361	RsbT co-antagonist protein rsbRD N-terminal domain
PF14362	Domain of unknown function (DUF4407)
PF14363	Domain associated at C-terminal with AAA
PF14364	Domain of unknown function (DUF4408)
PF14365	Neprosin activation peptide
PF14366	Domain of unknown function (DUF4410)
PF14367	Domain of unknown function (DUF4411)
PF14368	Probable lipid transfer
PF14369	zinc-ribbon
PF14370	C-terminal topoisomerase domain
PF14371	Domain of unknown function (DUF4412)
PF14372	hAT-like transposase, RNase-H fold
PF14373	Superinfection immunity protein
PF14374	60S ribosomal protein L4 C-terminal domain
PF14375	Cysteine-rich CWC
PF14376	Haem-binding domain
PF14377	Ubiquitin binding region
PF14378	PAP2 superfamily
PF14379	MYB-CC type transfactor, LHEQLE motif
PF14380	Wall-associated receptor kinase C-terminal
PF14381	EDR1/CTR1/ARMC3, peptidase-like
PF14382	Exosome complex exonuclease RRP4 N-terminal region
PF14383	DUF761-associated sequence motif
PF14384	BrnA antitoxin of type II toxin-antitoxin system
PF14385	Domain of unknown function (DUF4416)
PF14386	Domain of unknown function (DUF4417)
PF14387	Domain of unknown function (DUF4418)
PF14388	Domain of unknown function (DUF4419)
PF14389	Leucine-zipper of ternary complex factor MIP1
PF14390	Putative PD-(D/E)XK family member, (DUF4420)
PF14391	Domain of unknown function (DUF4421)
PF14392	Zinc knuckle
PF14393	Domain of unknown function (DUF4422)
PF14394	Domain of unknown function (DUF4423)
PF14395	Phage phiEco32-like COOH.NH2 ligase-type 2
PF14396	Cystic fibrosis TM conductance regulator (CFTR), regulator domain
PF14397	Sugar-transfer associated ATP-grasp
PF14398	YheC/D like ATP-grasp
PF14399	Butirosin biosynthesis protein H, N-terminal
PF14400	Inactive transglutaminase fused to 7 transmembrane helices
PF14401	RimK-like ATPgrasp N-terminal domain
PF14402	7 transmembrane helices usually fused to an inactive transglutaminase
PF14403	Circularly permuted ATP-grasp type 2
PF14404	Ribosomally synthesized peptide in Streptomyces species
PF14406	Ribosomally synthesized peptide in Bacteroidetes
PF14407	Ribosomally synthesized peptide prototyped by Frankia Franean1_4349.
PF14408	Ribosomally synthesised peptide in actinomycetes
PF14409	Ribosomally synthesized peptide in Herpetosiphon
PF14410	HNH/ENDO VII superfamily nuclease with conserved GHE residues
PF14411	A nuclease of the HNH/ENDO VII superfamily with conserved LHH
PF14412	A nuclease family of the HNH/ENDO VII superfamily with conserved AHH
PF14413	Thg1 C terminal domain
PF14414	A nuclease of the HNH/ENDO VII superfamily with conserved WHH
PF14415	Domain of unknown function (DUF4424)
PF14416	PMR5 N terminal Domain
PF14417	MEDS: MEthanogen/methylotroph, DcmR Sensory domain
PF14418	OST-HTH Associated domain
PF14419	AF2226-like SPOUT RNA Methylase fused to THUMP
PF14420	Clr5 domain
PF14421	LmjF365940 subfamily CDD/CDA-like deaminase
PF14423	Immunity protein Imm5
PF14424	The BURPS668_1122 family of deaminases
PF14425	Immunity protein Imm3
PF14426	Immunity protein Imm2
PF14427	Pput_2613-like deaminase
PF14428	SCP1.201-like deaminase
PF14429	C2 domain in Dock180 and Zizimin proteins
PF14430	Immunity protein Imm1
PF14431	YwqJ-like deaminase
PF14432	DYW family of nucleic acid deaminases
PF14433	SUKH-3 immunity protein
PF14434	Immunity protein Imm6
PF14435	SUKH-4 immunity protein
PF14436	Bacterial EndoU nuclease
PF14437	MafB19-like deaminase
PF14438	Ataxin 2 SM domain
PF14439	Bd3614-like deaminase
PF14440	Xanthomonas XOO_2897-like deaminase
PF14441	OTT_1508-like deaminase
PF14442	Bd3614-like deaminase N-terminal
PF14443	DBC1
PF14444	S1-like
PF14445	Prokaryotic RING finger family 2
PF14446	Prokaryotic RING finger family 1
PF14447	Prokaryotic RING finger family 4
PF14448	Nuclease N terminal
PF14449	Pre-toxin TG
PF14450	Cell division protein FtsA
PF14451	Mut7-C ubiquitin
PF14452	Multiubiquitin
PF14453	ThiS-like ubiquitin
PF14454	Prokaryotic Ubiquitin
PF14455	Y4jH family
PF14456	Alpha-helical domain 2
PF14457	Prokaryotic E2 family A
PF14459	Prokaryotic E2 family C
PF14460	Prokaryotic E2 family D
PF14461	Prokaryotic E2 family B
PF14462	Prokaryotic E2 family E
PF14463	E1 N-terminal domain
PF14464	Prokaryotic homologs of the JAB domain
PF14465	NFRKB Winged Helix-like
PF14466	PLAT/LH2 and C2-like Ca2+-binding lipoprotein
PF14467	Domain of unknown function (DUF4426)
PF14468	Protein of unknown function (DUF4427)
PF14469	28 kDa A-kinase anchor
PF14470	Bacterial PH domain
PF14471	Domain of unknown function (DUF4428)
PF14472	Domain of unknown function (DUF4429)
PF14473	RD3 protein
PF14474	RTC4-like domain
PF14475	Sec1-binding region of Mso1
PF14476	Petal formation-expressed
PF14477	Mso1, membrane-polarising domain
PF14478	Domain of unknown function (DUF4430)
PF14479	Prion-inhibition and propagation
PF14480	DNA polymerase III polC-type N-terminus I
PF14481	Type 4 fimbrial biogenesis protein PilY2
PF14484	Fish-specific NACHT associated domain
PF14485	Domain of unknown function (DUF4431)
PF14486	Domain of unknown function (DUF4432)
PF14487	ssDNA thymidine ADP-ribosyltransferase, DarT
PF14488	Domain of unknown function (DUF4434)
PF14489	QueF-like protein
PF14490	ATP-dependent RecD2 DNA helicase HHH domain
PF14491	Protein of unknown function (DUF4435)
PF14492	Elongation Factor G, domain III
PF14493	Helix-turn-helix domain
PF14494	Domain of unknown function (DUF4436)
PF14495	Cytochrome c-550 domain
PF14496	C-terminal novel E3 ligase, LRR-interacting
PF14497	Glutathione S-transferase, C-terminal domain
PF14498	Glycosyl hydrolase family 65, N-terminal domain
PF14499	Domain of unknown function (DUF4437)
PF14500	Dos2-interacting transcription regulator of RNA-Pol-II
PF14501	GHKL domain
PF14502	Helix-turn-helix domain
PF14503	YhfZ C-terminal domain
PF14504	CAP-associated N-terminal
PF14505	Domain of unknown function (DUF4438), N-terminal
PF14506	CppA N-terminal
PF14507	CppA C-terminal
PF14508	Glycosyl-hydrolase 97 N-terminal
PF14509	Glycosyl-hydrolase 97 C-terminal, oligomerisation
PF14510	ABC-transporter N-terminal
PF14511	Type II restriction endonuclease EcoO109I
PF14512	Putative TM nitroreductase
PF14513	Diacylglycerol kinase N-terminus
PF14514	Tetracyclin repressor-like, C-terminal domain
PF14515	Haem-oxygenase-associated N-terminal helices
PF14516	AAA-like domain
PF14517	Tachylectin
PF14518	Iron-containing redox enzyme
PF14519	Macro-like domain
PF14520	SAM-like Helix-hairpin-helix tandem
PF14521	Lysine-specific metallo-endopeptidase
PF14522	Cytochrome c7 and related cytochrome c
PF14523	Syntaxin-like protein
PF14524	Wzt C-terminal domain
PF14525	AraC-binding-like domain
PF14526	Integron-associated effector binding protein
PF14527	WhiA LAGLIDADG-like domain
PF14528	LAGLIDADG-like domain
PF14529	Endonuclease-reverse transcriptase
PF14530	Domain of unknown function (DUF4439)
PF14531	Kinase-like
PF14532	Sigma-54 interaction domain
PF14533	Ubiquitin-specific protease C-terminal
PF14534	Domain of unknown function (DUF4440)
PF14535	AMP-binding enzyme C-terminal domain
PF14536	Domain of unknown function (DUF4441)
PF14537	Cytochrome c3
PF14538	Raptor N-terminal CASPase like domain
PF14539	Domain of unknown function (DUF4442)
PF14540	Nucleotidyltransferase-like
PF14541	Xylanase inhibitor C-terminal
PF14542	GCN5-related N-acetyl-transferase
PF14543	Xylanase inhibitor N-terminal
PF14544	Domain of unknown function (DUF4443)
PF14545	Dof, BCAP, and BANK (DBB) motif,
PF14547	Hydrophobic seed protein
PF14549	DNA-binding transcriptional regulator Cro
PF14550	Putative phage serine protease XkdF
PF14551	MCM N-terminal domain
PF14552	Tautomerase enzyme
PF14553	YqbF, hypothetical protein domain
PF14554	VEGF heparin-binding domain
PF14555	UBA-like domain
PF14556	AF2331-like protein
PF14557	Putative AphA-like transcriptional regulator
PF14558	ML-like domain
PF14559	Tetratricopeptide repeat
PF14560	Ubiquitin-like domain
PF14561	Tetratricopeptide repeat
PF14562	Restriction endonuclease BglI
PF14563	Domain of unknown function (DUF4444)
PF14564	Membrane binding
PF14565	Interleukin 22 IL-10-related T-cell-derived-inducible factor
PF14566	Inositol hexakisphosphate
PF14567	SMI1-KNR4 cell-wall
PF14568	SMI1-KNR4 cell-wall
PF14569	Zinc-binding RING-finger
PF14570	RING/Ubox like zinc-binding domain
PF14571	Stress-induced protein Di19, C-terminal
PF14572	Phosphoribosyl synthetase-associated domain
PF14573	Acyl-carrier
PF14574	C-terminal domain of RACo the ASKHA domain
PF14575	Ephrin type-A receptor 2 transmembrane domain
PF14576	Sieve element occlusion N-terminus
PF14577	Sieve element occlusion C-terminus
PF14578	Elongation factor Tu domain 4
PF14579	Helix-hairpin-helix motif
PF14580	Leucine-rich repeat
PF14581	SseB protein C-terminal domain
PF14582	Metallophosphoesterase, calcineurin superfamily
PF14583	Oligogalacturonate lyase
PF14584	Protein of unknown function (DUF4446)
PF14585	CagY type 1 repeat
PF14586	Class I Histocompatibility antigen, NKG2D ligand, domains 1 and 2
PF14587	O-Glycosyl hydrolase family 30
PF14588	YjgF/chorismate_mutase-like, putative endoribonuclease
PF14589	Polysulfide reductase
PF14590	Domain of unknown function (DUF4447)
PF14591	AF0941-like
PF14592	Chondroitinase B
PF14593	PH domain
PF14594	Siphovirus ReqiPepy6 Gp37-like protein
PF14595	Thioredoxin
PF14596	STAT6 C-terminal
PF14597	Metallo-beta-lactamase superfamily
PF14598	PAS domain
PF14599	Zinc-ribbon
PF14600	Cellulose-binding domain
PF14601	DNA_binding protein, TFX, C-term
PF14602	Hexapeptide repeat of succinyl-transferase
PF14603	Helically-extended SH3 domain
PF14604	Variant SH3 domain
PF14605	Nup53/35/40-type RNA recognition motif
PF14606	GDSL-like Lipase/Acylhydrolase family
PF14607	N-terminus of Esterase_SGNH_hydro-type
PF14608	RNA-binding, Nab2-type zinc finger
PF14609	Gamma-Tubulin ring complex non-core subunit mod21, N-terminal
PF14610	Ykl077w/Psg1 (Pma1 Stabilization in Golgi)
PF14611	SLS1 protein first KH domain
PF14612	IEC3 subunit of the Ino80 complex, chromatin re-modelling
PF14613	HAM1-like, C-terminal domain
PF14614	Domain of unknown function (DUF4450)
PF14615	Ribosome-assembly protein 3
PF14616	Transcription regulator Rua1, C-terminal
PF14617	U3-containing 90S pre-ribosomal complex subunit
PF14618	Domain of unknown function (DUF4452)
PF14619	Snf2-ATP coupling, chromatin remodelling complex
PF14620	YpeB sporulation, PepSY1 and PepSY2 domains
PF14621	RFX5 DNA-binding domain
PF14622	Ribonuclease-III-like
PF14623	Hint-domain
PF14624	VWA / Hh protein intein-like
PF14625	Lustrin, cysteine-rich repeated domain
PF14626	Zc3h12a-like Ribonuclease NYN domain
PF14627	Domain of unknown function (DUF4453)
PF14628	Domain of unknown function (DUF4454)
PF14629	Origin recognition complex (ORC) subunit 4 C-terminus
PF14630	Origin recognition complex (ORC) subunit 5 C-terminus
PF14631	Fanconi anaemia protein FancD2 nuclease
PF14632	Acidic N-terminal SPT6
PF14633	SH2 domain
PF14634	zinc-RING finger domain
PF14635	Helix-hairpin-helix motif
PF14636	Folliculin-interacting protein N-terminal domain
PF14637	Folliculin-interacting protein middle domain
